STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,SEX,Sex,AGE,Age,ATTAINMENT_LEV,Educational attainment level,EDUCATION_FIELD,Field of education,MEASURE,Measure,INCOME,Income,BIRTH_PLACE,Place of birth,MIGRATION_AGE,Age at migration,EDU_STATUS,Education status,LABOUR_FORCE_STATUS,Labour force status,DURATION_UNEMP,Unemployment duration,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,WORK_TIME_ARNGMNT,Work time arrangement,QUESTIONNAIRE,Questionnaire name,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,NZL,New Zealand,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,39.56650543,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,COL,Colombia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,32.94746017,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,FRA,France,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,38.22355652,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CHL,Chile,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2022,,18.45109558,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,AUS,Australia,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,38.76971054,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,NOR,Norway,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,46.8023262,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,G20,G20,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,,,O,Missing value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,CHL,Chile,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2022,,42.0294342,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,EU25,European Union (25 countries),_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,38.54382697,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,PRT,Portugal,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,39.38708115,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,DEU,Germany,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,34.76521301,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,USA,United States,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,42.98094177,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,POL,Poland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,56.64398575,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,PRT,Portugal,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_5T8,Tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,36.32902908,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,SWE,Sweden,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_3_4,Upper secondary or post-secondary non-tertiary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,21.54424095,,A,Normal value,,,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,POL,Poland,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,FB,Foreign-born,_T,Total,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,,,A,Normal value,C,Confidential statistical information,0,Units,1,One
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR(1.0),"Adults' educational attainment distribution, by country of birth, age group and gender",I,BGR,Bulgaria,_T,Total,Y25T64,From 25 to 64 years,ISCED11A_0T2,Below upper secondary education,_T,Total,POP,Population,_Z,Not applicable,NB,Native-born,_Z,Not applicable,ED_NED,In education or not in education,POP,Population,_Z,Not applicable,PT_POP_SEX_AGE,Percentage of population in the same sex and age,OBS,Observed,_Z,Not applicable,NEAC_MIGR,LSO-NEAC cyclical data collection on country of birth and age at migration,A3,Triennial,2023,,14.83012104,,A,Normal value,,,0,Units,1,One
